data_100_065-gregg-011.png,mourn
data_100_086-gregg-010.png,mull
data_100_090-gregg-012.png,mouse
data_100_108-gregg-016.png,mousse
data_100_111-gregg-013.png,more
data_100_142-gregg-030.png,mosaic	
data_100_149-gregg-010.png,mudfish
data_100_151-gregg-016.png,morn
data_100_162-gregg-034.png,move	
data_100_165-gregg-020.png,moss
data_101_032-gregg-002.png,murky
data_134_003-gregg-000.png,row	
data_134_008-gregg-003.png,roux
data_134_024-gregg-000.png,roil
data_134_035-gregg-000.png,root
data_134_041-gregg-002.png,rote
data_134_101-gregg-000.png,rouge
data_134_107-gregg-007.png,rose
data_134_112-gregg-000.png,rouse
data_134_122-gregg-000.png,rue
data_134_137-gregg-002.png,rout
data_134_139-gregg-018.png,ruff
data_134_144-gregg-000.png,route
data_134_170-gregg-037.png,rubicund
data_134_173-gregg-000.png,room
data_134_174-gregg-000.png,rot
